px_0,px_1,px_2,px_3,px_4,px_5,px_6,px_7,px_8,px_9,px_10,px_11,px_12,px_13,px_14,px_15,px_16,px_17,px_18,px_19,px_20,px_21,px_22,px_23,px_24,px_25,px_26,px_27,px_28,px_29,px_30,px_31,px_32,px_33,px_34,px_35,mask_0,mask_1,mask_2,mask_3,mask_4,mask_5,mask_6,mask_7,mask_8,mask_9,mask_10,mask_11,mask_12,mask_13,mask_14,mask_15,mask_16,mask_17,mask_18,mask_19,mask_20,mask_21,mask_22,mask_23,mask_24,mask_25,mask_26,mask_27,mask_28,mask_29,mask_30,mask_31,mask_32,mask_33,mask_34,mask_35,posture_meta,aug_type
0.9440000057220459,0.6579999923706055,0.0,0.9390000104904175,0.8899999856948853,0.0,0.8259999752044678,0.8939999938011169,0.02500000037252903,0.5,0.875,0.5080000162124634,0.2370000034570694,0.47099998593330383,0.7459999918937683,0.8289999961853027,0.949999988079071,0.796999990940094,0.30799999833106995,0.6650000214576721,0.75,0.800000011920929,0.9179999828338623,0.17599999904632568,1.1119999885559082,0.7540000081062317,0.8619999885559082,0.75,1.0740000009536743,0.7879999876022339,0.8650000095367432,0.40400001406669617,0.9049999713897705,1.0240000486373901,0.7070000171661377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,original
0.0,0.0,0.0,0.0,0.0,0.0,0.9300000071525574,0.0,0.0,1.0709999799728394,0.8700000047683716,0.0,1.0870000123977661,0.9819999933242798,0.972000002861023,0.6830000281333923,1.0499999523162842,0.7670000195503235,1.1579999923706055,1.0880000591278076,1.062999963760376,1.1050000190734863,1.125,0.9300000071525574,0.7080000042915344,0.6309999823570251,0.6869999766349792,0.8949999809265137,0.9179999828338623,0.0,0.675000011920929,0.6919999718666077,1.0920000076293945,4.5,1.0,0.7519999742507935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,right,"shift(1,0)"
0.9009238481521606,0.061005670577287674,0.08059787005186081,0.9164271950721741,0.8661201000213623,0.04321487620472908,0.8280074596405029,0.9035024046897888,0.9042970538139343,0.6442656517028809,0.86329185962677,0.6712923049926758,0.9586514830589294,0.7991108894348145,0.9366068840026855,1.0547080039978027,1.082011103630066,0.7683375477790833,0.6604942083358765,0.6152418851852417,0.7527586817741394,0.72836834192276,0.9018270969390869,0.009104139171540737,0.6218275427818298,0.627458393573761,0.9763116836547852,2.2348222732543945,1.0337612628936768,0.6705242991447449,0.06540381163358688,0.0,0.880728006362915,0.9291660189628601,0.5660955905914307,0.026949599385261536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right,noise(0)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8889999985694885,0.0,0.0,0.0,0.5550000071525574,0.8949999809265137,0.7599999904632568,0.8999999761581421,0.11699999868869781,0.0,0.17599999904632568,0.9520000219345093,1.0379999876022339,1.0130000114440918,0.656000018119812,0.0,0.6309999823570251,0.0,0.6949999928474426,0.9010000228881836,1.0,0.0,0.8769999742507935,1.0920000076293945,4.25,1.0989999771118164,0.8389999866485596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,"shift(1,-1)"
0.0,0.0,0.0,0.8080000281333923,0.0,0.0,0.0,0.8629999756813049,0.6959999799728394,0.746999979019165,0.699999988079071,0.02500000037252903,0.0,0.0,0.8410000205039978,0.9710000157356262,0.9129999876022339,0.593999981880188,0.33799999952316284,0.6010000109672546,0.0,0.6320000290870667,0.8240000009536743,0.5289999842643738,1.2369999885559082,0.7689999938011169,0.8149999976158142,2.25,1.0740000009536743,0.8180000185966492,0.921999990940094,0.46799999475479126,0.9660000205039978,1.2619999647140503,0.9940000176429749,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,original
1.11899995803833,0.6650000214576721,0.10599999874830246,0.5559999942779541,0.3149999976158142,0.0,1.6089999675750732,1.0260000228881836,0.0,0.0,0.3499999940395355,0.0,0.39500001072883606,1.0880000591278076,1.159000039100647,0.8379999995231628,0.125,0.0,1.0149999856948853,1.093999981880188,1.2890000343322754,1.1579999923706055,0.17599999904632568,1.4119999408721924,1.350000023841858,0.8769999742507935,1.0770000219345093,0.0,0.0,0.0,0.8790000081062317,0.5740000009536743,0.9120000004768372,1.0,0.41499999165534973,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front,original
0.9656687378883362,0.6766294240951538,0.0,0.9691200256347656,0.9312093257904053,0.01704871840775013,1.211502194404602,0.9072999358177185,0.0,0.49861830472946167,1.1214876174926758,0.7598401308059692,0.47924718260765076,0.7568848133087158,0.8902032375335693,0.8730354309082031,1.0501441955566406,0.5030947923660278,0.020879525691270828,0.7109861969947815,0.9620904922485352,0.9310967326164246,0.9122899770736694,0.07127059996128082,1.2521190643310547,0.9092612266540527,0.8713205456733704,3.2788901329040527,1.0628951787948608,0.9170082211494446,0.904533326625824,0.6441450119018555,0.91703861951828,1.1007864475250244,0.4058447778224945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,noise(0)
0.9779999852180481,0.8040000200271606,0.6639999747276306,1.024999976158142,0.5329999923706055,0.0,1.059000015258789,1.031999945640564,1.0670000314712524,1.1119999885559082,0.890999972820282,0.0,0.5709999799728394,0.6639999747276306,0.800000011920929,0.8899999856948853,0.0,0.0,0.6460000276565552,1.0460000038146973,3.5,0.9549999833106995,0.671999990940094,0.0,0.0,0.8180000185966492,0.0,0.2840000092983246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,"shift(-1,-1)"
0.7917938828468323,0.5790271759033203,0.0007601678371429443,0.47022685408592224,0.26335009932518005,3.579838991165161,1.7608745098114014,1.1548093557357788,1.1097586154937744,0.006869145669043064,0.20561456680297852,0.0,0.3734906315803528,1.392288327217102,1.5960899591445923,1.0576114654541016,0.4440448582172394,0.09402020275592804,0.5356689095497131,1.0171154737472534,1.0092930793762207,0.7628045082092285,0.0,0.022876190021634102,1.235360026359558,0.8754852414131165,1.0294535160064697,0.0,0.0,0.03888155147433281,0.8636209964752197,0.5550800561904907,0.9477418065071106,0.9779489040374756,0.33754345774650574,0.010779205709695816,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front,noise(0)
0.0,0.0,0.0,0.0,0.0,0.0,0.9300000071525574,0.0,0.0,1.0609999895095825,0.9100000262260437,0.0,1.1299999952316284,0.9779999852180481,0.9700000286102295,0.6800000071525574,1.024999976158142,0.824999988079071,1.1319999694824219,1.0880000591278076,1.0479999780654907,1.0950000286102295,1.1119999885559082,0.921999990940094,0.6919999718666077,0.625,0.6800000071525574,0.8840000033378601,0.9070000052452087,0.0,0.6629999876022339,0.6769999861717224,1.0770000219345093,4.25,0.9919999837875366,0.7450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,right,"shift(1,0)"
